Id,S1,C1,S2,C2,S3,C3,S4,C4,S5,C5,CLASS
104994,1,11,4,1,2,9,1,5,4,9,1
896555,1,12,1,7,4,12,3,8,4,5,1
545748,1,12,2,8,2,9,2,11,2,5,0
353235,2,4,3,9,1,10,2,8,3,12,0
540667,2,5,3,9,4,1,4,8,1,8,1
354099,4,12,4,3,2,4,3,11,1,11,1
742450,3,13,4,5,4,3,2,5,3,4,1
902212,2,12,1,7,3,2,2,1,2,7,1
495181,2,3,3,12,2,1,1,1,4,7,1
872197,4,2,3,8,1,12,1,13,4,6,0
158560,4,8,3,3,2,9,2,6,4,6,1
480872,3,11,3,8,1,1,4,11,2,10,1
992146,2,7,1,7,4,7,3,9,4,11,3
455509,2,8,4,6,1,13,3,2,3,12,0
271838,4,7,2,13,3,1,4,12,1,12,1
938552,3,13,1,11,3,1,2,8,1,6,0
656013,2,9,2,1,2,6,1,11,3,10,0
438017,3,6,2,7,4,11,2,11,4,8,1
1008024,4,7,2,4,1,9,1,7,4,11,1
221846,4,13,2,6,4,2,1,7,4,10,0
867593,4,6,4,2,2,12,3,5,3,9,0
219426,1,5,4,8,4,13,1,2,3,7,0
200775,2,11,4,6,2,7,1,6,4,1,1
986619,2,6,3,12,3,5,3,10,1,5,1
171752,2,13,2,10,3,3,1,7,1,1,0
504300,2,13,1,7,4,3,4,2,1,13,1
92055,1,12,3,12,3,1,4,8,1,2,1
400111,1,1,1,9,3,9,3,7,1,4,1
935235,3,10,1,6,3,4,2,1,2,7,0
68699,4,11,1,4,4,12,1,11,1,12,2
496122,2,8,2,5,3,12,1,6,3,7,0
3405,2,13,2,6,4,11,1,6,3,12,1
857362,3,5,1,7,3,3,3,13,2,13,1
711181,1,8,2,8,4,10,4,1,2,12,1
1011763,1,12,3,11,1,11,4,12,3,12,6
736971,1,7,2,4,3,13,3,5,1,6,0
438156,1,5,1,8,1,6,3,4,4,3,0
943430,4,10,4,12,4,8,3,3,2,9,0
875254,2,4,4,8,4,13,1,13,2,1,1
61384,2,3,4,3,1,4,3,2,4,10,1
98894,4,12,3,6,2,1,3,9,3,2,0
663825,4,8,2,7,1,2,4,9,1,5,0
136704,2,8,2,12,3,10,4,9,4,8,1
396112,3,1,3,4,3,11,1,5,1,12,0
817613,3,11,1,12,4,6,4,10,3,7,0
389641,3,7,2,13,2,4,3,2,2,10,0
847027,1,11,1,13,4,9,4,3,2,2,0
560847,1,7,3,1,3,8,1,9,2,6,0
596310,2,7,4,5,1,12,4,6,4,9,0
774707,1,6,4,8,4,5,4,11,3,5,1
394794,4,3,1,11,4,1,2,12,1,9,0
679742,2,1,2,9,1,3,3,1,4,10,1
628130,3,8,3,9,2,12,1,13,4,10,0
793916,2,7,3,3,4,8,2,13,3,2,0
962617,1,9,3,13,4,10,4,11,2,12,4
163523,1,2,3,13,2,9,3,8,3,7,0
705425,1,2,1,6,2,1,3,5,3,6,1
753504,3,12,1,4,4,5,2,3,3,10,0
576458,2,8,1,3,4,4,1,6,1,5,0
400247,1,6,3,6,2,3,2,13,1,10,1
679918,4,7,2,3,2,11,1,11,1,12,1
102197,1,3,4,4,2,6,2,1,2,8,0
770960,3,11,2,9,3,10,3,3,4,6,0
911346,4,5,4,9,3,9,3,1,2,13,1
380763,4,8,3,5,3,7,2,9,3,8,1
274940,4,6,1,1,3,3,1,12,4,7,0
945330,4,7,2,10,1,7,4,13,1,3,1
930880,1,1,1,8,1,11,3,8,1,3,1
775590,3,5,4,5,1,2,2,2,3,13,2
876636,3,2,3,5,2,3,3,12,2,10,0
644014,2,12,1,6,4,8,1,10,3,5,0
228056,1,13,3,4,1,4,3,1,3,8,1
520327,2,1,4,1,1,2,2,6,1,11,1
855541,2,9,3,10,3,2,3,13,1,8,0
942520,3,2,3,12,4,9,1,11,4,6,0
821925,2,1,2,9,1,5,2,12,3,2,0
24816,3,8,1,7,3,1,2,13,4,3,0
383466,2,2,4,13,4,8,1,11,1,4,0
303601,3,6,2,8,2,6,4,13,1,7,1
1016521,2,13,3,6,1,11,4,4,3,3,0
636061,1,9,1,2,4,7,1,7,4,11,1
655825,1,6,4,1,3,5,3,4,4,5,1
204377,2,5,1,5,4,6,1,7,3,5,3
313473,4,13,1,6,1,2,3,9,1,7,0
269404,3,6,3,7,4,5,2,11,1,12,0
820075,1,2,2,5,2,2,4,6,2,12,1
47704,1,11,3,10,1,12,4,10,1,7,1
505404,1,8,1,13,4,13,3,8,3,7,2
343702,3,12,1,4,4,3,2,11,2,9,0
422040,4,1,1,2,3,7,1,8,3,12,0
352424,1,12,3,7,1,8,2,3,2,9,0
537681,1,10,1,5,2,6,2,13,4,3,0
917445,2,9,2,12,4,11,2,7,2,4,0
844531,2,8,4,3,4,6,3,7,4,13,0
212335,2,1,2,10,1,5,4,7,1,12,0
107667,4,6,1,12,2,5,4,13,3,13,1
775285,2,10,2,9,4,11,3,11,1,12,1
790085,3,10,1,9,1,13,4,12,4,10,1
315050,1,9,2,12,4,9,4,8,2,7,1
356055,4,12,3,5,4,3,2,2,3,6,0
301805,3,1,2,12,4,2,2,8,2,11,0
1006603,2,2,3,7,1,3,1,2,4,3,2
667626,1,10,3,10,2,13,3,11,4,9,1
117028,1,6,1,7,1,10,1,12,1,3,5
338269,4,1,3,11,3,2,4,11,2,4,1
166475,2,3,1,7,2,11,2,5,2,12,0
152442,4,7,4,13,2,2,2,4,1,8,0
5768,1,3,3,1,1,7,1,6,4,9,0
171126,2,8,3,5,3,6,2,1,2,2,0
216534,3,4,4,2,2,9,4,7,1,6,0
92324,2,8,2,1,2,7,4,11,1,6,0
638085,4,9,2,10,4,1,1,8,4,10,1
595642,3,4,1,8,1,6,4,1,4,6,1
73739,2,9,3,4,3,6,1,12,1,1,0
96598,4,6,4,8,2,1,1,6,2,11,1
429158,4,8,1,12,4,10,3,10,4,7,1
311991,1,10,2,6,2,8,3,10,2,12,1
365005,3,11,4,7,4,4,1,5,4,12,0
740101,2,9,3,9,1,13,1,10,4,12,1
386368,1,11,3,8,1,9,4,4,3,1,0
937458,4,11,2,1,2,12,2,6,3,10,0
257030,4,1,2,2,4,6,4,7,3,10,0
18806,3,7,3,4,3,3,1,4,3,5,1
730443,3,13,2,6,2,7,3,3,3,11,0
267201,1,9,2,13,1,13,3,3,3,12,1
445522,4,6,2,4,1,9,1,7,2,1,0
310342,1,12,4,3,2,13,4,7,3,3,1
211917,3,10,3,6,1,4,2,13,4,6,1
558307,1,3,3,4,3,6,2,12,1,11,0
626795,1,11,2,1,3,10,4,3,3,3,1
379353,1,7,2,6,2,9,3,6,1,8,1
358786,4,6,1,2,3,2,1,11,4,5,1
481342,2,4,4,8,3,5,1,8,2,5,2
823502,3,3,2,8,4,3,1,9,4,8,2
760924,2,3,3,4,3,10,3,13,4,4,1
79729,3,7,2,4,1,6,3,12,4,1,0
434131,2,11,1,12,4,11,4,5,1,3,1
729439,2,5,3,2,2,12,2,1,4,1,1
840800,2,7,1,13,4,5,4,7,4,1,1
972568,2,9,4,2,4,10,1,5,1,11,0
391483,1,10,4,2,1,12,3,8,2,12,1
523656,4,13,2,11,4,11,3,11,2,1,3
429904,4,5,1,11,2,1,3,13,4,8,0
127537,2,13,3,5,4,12,4,10,3,11,0
678274,1,11,1,13,1,9,1,2,4,4,0
320066,2,10,3,3,4,2,3,11,4,11,1
454904,2,4,4,11,3,4,2,6,4,10,1
61337,4,5,2,10,4,13,2,5,3,3,1
499668,3,5,4,5,1,13,4,10,3,3,1
896600,3,5,3,2,1,3,1,9,2,10,0
622258,4,1,2,8,3,8,3,1,1,7,2
1020035,2,4,4,5,3,3,1,4,2,13,1
795873,1,6,4,4,4,12,4,10,2,11,0
311581,3,1,2,4,4,12,1,4,4,7,1
140600,2,13,3,4,4,12,4,7,2,1,0
1019229,2,5,2,3,3,9,2,1,3,10,0
392539,4,13,3,9,4,6,1,4,1,3,0
998455,4,13,4,9,4,6,2,8,3,12,0
114748,3,6,1,8,4,2,1,6,1,7,1
947234,4,6,1,5,2,5,2,7,3,13,1
784101,1,12,1,6,3,6,4,8,3,12,2
790966,1,9,1,10,4,2,3,1,4,13,0
576495,2,5,1,4,4,13,1,11,2,1,0
1021240,3,4,2,12,2,4,4,7,2,6,1
51340,2,7,1,8,2,4,2,8,1,11,1
706091,1,7,3,13,1,4,4,9,1,9,1
130547,4,3,3,9,2,9,4,2,4,13,1
18386,3,12,3,1,2,2,1,12,4,8,1
466939,2,1,1,5,2,8,1,13,3,10,0
773224,4,1,4,7,2,9,1,6,2,6,1
890045,3,10,4,4,1,1,1,10,2,13,1
100431,1,1,4,11,3,3,3,11,1,6,1
989244,3,11,2,3,2,8,4,5,1,3,1
14860,3,12,1,9,2,1,4,13,3,11,0
69998,3,12,3,3,4,6,3,5,4,13,0
408691,2,7,4,6,1,12,1,7,2,10,1
510655,2,11,1,1,4,8,1,11,1,6,1
260640,3,12,2,1,3,2,1,5,3,1,1
432190,2,5,3,3,1,9,1,3,1,12,1
995630,4,9,3,2,3,13,2,9,1,11,1
508294,4,5,3,1,3,4,4,6,4,3,0
474053,3,1,4,10,4,12,1,5,3,11,0
410499,2,5,2,7,2,4,1,8,1,12,0
330650,3,2,1,12,3,3,3,7,2,5,0
95315,3,9,3,13,1,10,4,6,3,5,0
303089,3,13,2,11,3,1,2,5,2,10,0
809537,2,2,4,13,3,11,3,5,2,11,1
319261,2,11,4,11,3,2,4,12,2,4,1
251345,1,3,3,8,4,9,3,5,4,8,1
704114,1,2,3,9,1,1,3,4,3,13,0
1010633,1,1,2,5,2,7,1,7,3,10,1
763340,1,11,2,3,1,5,2,10,1,9,0
923296,4,8,4,6,3,1,3,5,2,7,0
420526,2,8,3,3,4,10,1,4,4,12,0
811896,1,6,4,11,4,9,4,8,1,3,0
64785,4,6,3,11,3,13,1,6,2,11,2
559489,4,6,4,5,2,8,4,2,4,8,1
872113,1,13,3,3,4,13,1,7,2,1,1
810073,2,7,4,10,3,6,2,8,2,5,0
200258,2,1,1,6,2,5,1,2,4,11,0
527429,4,2,4,1,3,12,4,3,4,10,0
574778,2,4,3,4,4,7,4,2,2,1,1
712795,4,7,3,13,4,1,3,4,2,9,0
585627,1,9,4,7,2,5,2,12,1,5,1
544086,3,5,2,2,1,10,3,1,4,6,0
862538,4,13,3,6,1,10,3,8,4,7,0
643027,3,4,4,6,3,6,2,3,2,6,3
835671,3,13,2,9,4,2,1,3,1,11,0
328658,2,1,1,8,1,2,4,1,4,2,2
957493,3,10,2,11,4,6,3,11,1,1,1
817604,1,2,3,11,1,5,3,3,3,5,1
667789,2,2,3,1,3,4,2,5,1,11,0
246079,1,7,3,6,2,13,2,4,3,13,1
422663,3,9,1,12,2,11,4,10,4,9,1
520821,1,7,3,4,2,4,1,1,1,4,3
858912,3,4,4,7,2,11,3,9,4,11,1
386433,2,10,2,9,3,10,3,1,2,1,2
272400,1,13,1,6,3,11,1,7,3,13,1
847244,1,5,4,8,4,13,4,7,4,9,0
33081,1,12,3,3,2,9,1,11,2,6,0
382653,4,4,2,2,2,4,4,8,2,1,1
295785,2,7,3,5,1,9,1,3,4,6,0
841088,3,12,3,2,1,10,3,7,2,5,0
901660,3,10,1,11,2,12,1,3,2,5,0
308124,1,8,2,7,4,3,3,12,2,10,0
444597,1,7,2,9,2,4,1,6,2,6,1
500126,4,3,1,11,2,10,1,7,1,13,0
220400,2,5,1,7,4,13,2,8,3,10,0
958742,4,3,4,12,1,11,2,1,1,5,0
695834,3,7,4,10,1,11,1,4,1,3,0
105681,4,6,2,9,2,4,2,5,1,3,0
578574,1,10,1,8,1,4,1,3,4,10,1
533116,3,7,2,9,3,5,3,6,4,2,0
602577,4,8,1,1,1,4,1,7,4,3,0
941445,4,1,1,9,1,2,4,7,2,3,0
818944,4,2,3,11,4,13,1,13,4,3,1
775377,3,5,2,9,1,12,3,6,4,3,0
129877,2,8,1,6,1,3,4,7,2,13,0
291002,1,10,2,2,3,5,4,9,4,3,0
460328,3,9,4,10,4,8,3,12,4,7,0
603259,2,11,4,2,1,11,3,8,4,6,1
331242,4,12,3,11,4,4,3,7,3,1,0
434938,4,10,2,12,3,12,3,13,2,1,1
698895,1,13,1,4,4,8,4,2,3,9,0
339558,3,9,3,7,3,3,2,12,2,3,1
35126,3,10,1,3,2,12,1,10,4,13,1
357039,4,6,2,3,4,11,4,13,1,9,0
531609,3,6,1,5,3,5,2,7,1,7,2
370058,3,11,1,3,3,5,4,9,3,1,0
427565,2,2,4,4,2,1,4,12,1,8,0
457746,1,10,2,8,4,6,2,4,3,4,1
377004,4,12,1,3,1,11,3,8,4,13,0
751978,4,5,3,4,1,9,3,13,4,10,0
648832,4,3,1,2,1,7,3,10,3,5,0
809448,4,13,2,4,4,6,1,12,3,6,1
963047,1,10,3,12,2,4,2,1,4,3,0
9449,2,2,1,1,3,7,1,5,3,1,1
665383,1,10,1,4,2,5,2,12,2,2,0
200747,4,13,1,4,2,12,3,2,3,12,1
903319,2,12,2,4,3,6,4,13,1,1,0
610999,2,4,2,8,3,5,4,7,3,3,0
659432,3,13,3,11,1,6,1,11,1,10,1
720408,3,13,2,5,4,10,1,9,2,10,1
112269,2,3,3,1,4,12,4,4,2,7,0
670332,3,4,2,3,4,1,2,9,4,3,1
936916,2,4,4,2,2,3,1,3,1,4,2
645829,4,4,3,6,1,3,1,6,4,3,2
598608,1,8,4,3,1,5,3,12,4,10,0
442125,3,13,2,13,2,11,4,11,2,9,2
210595,1,3,2,5,3,4,2,9,2,12,0
537194,4,7,3,7,1,8,2,12,1,9,1
66127,1,8,3,4,2,9,4,1,1,6,0
40000,2,12,4,8,4,7,2,4,2,5,0
477269,4,10,4,3,1,8,2,7,1,5,0
753486,4,9,2,7,3,11,4,2,1,5,0
677338,1,2,2,4,2,6,3,13,2,12,0
947962,2,9,2,13,1,11,3,4,1,9,1
307737,1,7,3,6,4,2,4,1,1,2,1
751504,2,9,4,3,1,6,4,6,4,10,1
707636,2,13,2,12,2,8,1,13,1,2,1
24920,4,2,1,8,4,12,3,11,2,9,0
61872,4,12,2,10,2,8,2,4,3,13,0
822438,1,2,2,11,4,5,1,10,4,3,0
41044,1,5,2,9,4,3,4,8,3,7,0
298032,1,10,1,11,3,5,2,11,3,2,1
315436,3,5,4,11,4,7,2,11,1,10,1
317016,1,1,2,13,4,2,3,4,3,9,0
80406,4,9,2,10,1,5,1,6,3,9,1
922462,4,12,3,6,2,9,3,2,3,3,0
538941,1,4,2,9,4,1,3,1,4,5,1
624946,1,1,3,11,1,8,1,5,4,4,0
614650,1,11,4,3,3,5,4,8,4,12,0
63553,4,13,2,7,3,13,2,9,3,2,1
316193,1,9,2,2,3,10,2,8,1,3,0
376624,4,5,2,12,3,3,1,2,2,3,1
124886,1,12,2,2,2,7,1,2,3,13,1
971154,1,1,1,7,4,4,4,1,2,9,1
95777,4,8,4,6,3,13,4,2,1,11,0
331807,2,8,4,9,3,7,1,13,3,13,1
477142,4,1,4,4,2,11,3,13,2,7,0
364872,4,7,3,8,1,13,2,2,4,2,1
246975,1,10,1,4,3,5,1,8,4,10,1
174162,1,7,1,8,4,6,3,1,2,7,1
55866,1,7,3,12,4,13,1,5,3,2,0
605881,2,6,3,6,2,11,1,13,4,5,1
253624,2,8,3,2,3,10,1,1,4,7,0
60807,2,5,2,2,3,5,1,10,4,9,1
934576,4,10,3,3,1,4,4,9,1,6,0
236582,2,1,3,13,1,11,1,12,1,7,0
579609,3,11,2,1,1,8,1,10,2,9,0
678131,3,11,4,2,1,10,1,7,4,9,0
915535,2,13,1,11,1,10,1,13,3,6,1
738091,4,10,1,4,1,1,4,3,2,6,0
816889,2,5,1,1,1,2,4,11,3,4,0
617516,2,8,4,1,3,1,3,12,1,2,1
752718,1,1,3,3,3,1,3,11,1,12,1
868628,4,7,3,6,1,12,4,12,1,9,1
971898,4,4,4,1,3,3,1,13,1,9,0
581341,4,13,3,13,4,9,2,9,1,8,2
726544,3,9,3,8,1,5,1,12,4,12,1
642490,1,11,4,3,3,5,1,1,1,6,0
759682,2,11,1,4,4,6,4,5,2,5,1
509098,1,9,1,11,3,11,4,6,2,11,3
743950,2,1,3,11,3,2,1,8,3,8,1
90059,1,11,1,6,1,3,2,6,3,11,2
701978,4,2,4,6,3,8,4,3,1,9,0
880375,3,13,3,6,4,1,4,7,1,3,0
9999,4,6,2,3,3,10,1,3,3,6,2
444849,1,12,2,10,4,11,3,9,4,10,1
125002,4,8,4,2,4,12,3,12,4,9,1
83966,4,13,3,1,4,8,1,9,3,3,0
505339,3,11,3,8,1,7,3,2,4,5,0
133397,3,3,1,11,4,5,1,10,1,1,0
71663,4,6,3,10,4,10,3,2,3,12,1
970606,1,3,4,6,4,9,3,2,4,11,0
862206,1,3,2,6,1,1,2,8,2,12,0
635913,1,5,4,13,2,10,2,11,3,4,0
158669,1,8,1,12,1,10,1,5,3,13,0
607784,1,9,3,11,4,12,4,6,2,12,1
382401,2,6,3,13,4,3,4,7,1,3,1
121732,3,3,3,7,2,11,3,8,4,4,0
155157,3,8,1,11,2,13,2,8,4,8,3
989084,4,4,1,10,2,9,1,7,1,6,0
158575,2,2,1,1,3,9,2,8,2,1,1
329682,4,1,3,9,3,13,1,7,2,11,0
718639,4,3,3,9,2,5,1,9,3,6,1
739627,1,13,4,1,4,9,4,7,2,6,0
925449,1,1,4,3,2,5,2,8,1,3,1
496732,1,6,2,3,2,10,2,8,4,6,1
757048,2,7,3,6,4,7,4,8,4,11,1
333768,2,3,4,8,1,13,4,10,3,6,0
480902,1,12,1,7,4,6,2,9,3,13,0
690529,3,7,2,1,2,7,1,9,1,13,1
954005,3,13,2,9,2,12,4,9,2,5,1
288414,1,5,4,10,3,11,1,6,2,4,0
38975,2,12,2,3,4,2,4,11,3,3,1
597533,1,4,2,7,4,3,3,12,1,12,1
305057,3,2,1,6,1,5,4,12,3,4,0
853423,1,6,2,11,1,7,4,9,1,9,1
206744,3,6,3,8,4,4,1,6,2,5,1
301901,3,3,4,5,1,12,3,8,1,11,0
361062,4,5,2,1,4,9,1,7,3,2,0
1002068,1,1,4,5,1,3,3,5,2,8,1
837818,2,4,4,12,4,9,1,2,2,11,0
209548,3,12,1,10,4,6,4,7,4,2,0
626907,1,11,1,13,2,13,1,2,1,10,1
266423,4,11,1,7,1,9,1,8,2,9,1
895183,2,3,4,4,1,10,2,8,4,3,1
435648,2,12,3,13,3,8,4,8,3,1,1
960243,4,9,4,6,3,12,4,4,3,7,0
285859,1,9,4,10,3,12,4,4,1,10,1
840470,3,4,3,12,1,8,3,7,1,2,0
59428,2,3,3,2,1,7,3,12,3,1,0
946547,3,4,4,12,2,9,3,8,1,13,0
409677,3,11,3,1,2,7,4,9,4,10,0
742730,2,10,1,10,1,5,1,12,1,11,1
882054,3,8,3,12,2,1,4,6,1,8,1
741886,3,5,3,11,1,8,2,13,4,12,0
609447,1,6,3,1,1,13,1,7,2,10,0
652028,4,11,2,8,3,12,3,5,1,13,0
942126,1,13,2,1,2,3,2,5,4,6,0
825108,2,1,1,3,3,1,4,12,4,4,1
178676,3,3,4,8,2,12,2,10,4,10,1
688629,1,1,3,11,2,7,1,8,3,7,1
471895,1,8,1,6,1,3,4,9,1,12,0
893430,4,8,2,2,1,13,1,1,1,5,0
632725,2,9,4,2,2,3,1,11,2,12,0
534443,3,12,2,9,1,8,4,4,3,13,0
693701,2,1,4,8,4,10,4,1,3,7,1
549013,1,13,1,4,4,9,3,13,3,11,1
73933,2,13,1,1,1,12,1,2,1,5,0
390479,4,6,3,10,1,4,1,10,4,11,1
527945,2,5,2,1,2,11,3,10,1,7,0
352569,2,3,3,6,1,5,1,2,2,12,0
938033,3,5,2,9,1,12,3,13,3,1,0
257405,4,7,3,6,1,6,2,6,2,9,3
943893,2,5,3,2,2,3,4,12,3,3,1
450282,1,3,4,5,4,13,2,6,4,8,0
618211,3,4,2,11,3,11,3,1,1,9,1
11308,2,1,1,2,1,10,3,6,1,3,0
785129,3,4,2,9,2,12,2,5,3,8,0
530727,2,7,3,10,2,4,4,13,1,7,1
985084,2,10,1,9,4,6,1,5,1,12,0
876418,2,13,1,9,3,2,3,1,4,3,0
755214,4,2,4,9,3,5,1,1,2,3,0
701554,4,6,2,6,4,13,4,4,3,13,2
152188,1,5,1,13,4,5,2,9,2,8,1
460109,1,11,2,12,4,1,1,8,2,4,0
846675,1,11,2,3,1,6,3,5,3,1,0
841063,1,11,4,8,2,13,3,6,2,5,0
926171,1,12,4,2,2,8,3,12,3,13,1
265731,2,2,4,13,1,6,4,11,2,5,0
29084,3,1,1,1,2,6,2,10,3,5,1
944425,1,2,1,11,3,6,2,4,2,2,1
664806,2,7,4,5,1,7,2,9,1,8,1
841213,1,4,3,10,4,4,2,2,3,9,1
707978,2,13,1,2,2,11,2,3,1,11,1
39503,3,4,3,5,4,7,3,11,2,7,1
232655,2,5,3,11,3,10,1,9,1,6,0
105601,4,12,3,6,1,8,3,10,3,9,0
682551,4,1,1,11,1,2,1,1,3,1,3
222193,4,6,1,8,4,7,2,1,4,11,0
879385,4,13,3,12,1,1,3,4,2,1,1
300870,4,13,1,3,1,1,3,5,3,2,0
910913,4,8,3,8,2,11,3,12,2,6,1
690552,2,11,2,8,1,10,1,3,1,9,0
93776,2,2,2,3,1,6,4,8,3,12,0
171677,2,4,1,7,4,11,1,12,1,13,0
189291,3,6,3,11,2,13,4,2,1,11,1
663871,1,10,3,2,4,5,2,9,4,12,0
283704,4,11,4,4,1,11,1,8,1,5,1
914084,1,11,4,3,4,1,3,9,2,11,1
428295,3,2,2,7,2,8,3,8,1,1,1
261283,3,6,2,7,2,2,1,7,4,3,1
209155,3,1,3,5,1,1,4,1,4,4,3
295344,3,10,1,2,1,3,2,3,2,9,1
1000403,3,13,2,13,4,4,4,10,3,11,1
871790,2,13,2,9,1,3,4,6,3,12,0
385078,3,8,1,3,2,6,4,12,4,11,0
419697,2,8,4,7,1,5,2,2,3,5,1
821128,3,3,4,4,1,11,3,5,4,1,0
320766,2,7,4,1,4,2,2,1,2,2,2
560651,4,9,2,9,1,4,1,1,4,5,1
992073,2,10,2,13,3,5,4,6,3,2,0
823417,4,1,3,4,4,3,3,8,3,10,0
141465,4,3,1,9,4,9,3,4,1,10,1
786385,2,11,2,13,3,4,2,8,1,12,0
904087,2,13,3,4,4,10,1,10,2,11,1
850409,1,6,4,13,3,8,3,10,4,5,0
246345,4,12,3,4,1,3,1,7,4,8,0
986361,1,10,3,7,4,2,4,1,2,4,0
935287,3,8,2,8,3,7,1,2,1,10,1
707691,4,5,4,2,2,13,2,5,4,3,1
987503,3,13,1,2,1,6,3,3,3,12,0
870973,1,8,4,13,1,6,1,2,1,10,0
561913,4,11,3,1,3,7,1,12,1,13,0
438812,3,4,1,7,1,2,1,13,3,10,0
122527,4,3,2,7,3,7,2,3,4,13,2
581786,2,8,3,10,4,4,3,8,2,4,2
921875,1,5,3,11,3,12,2,2,4,4,0
143414,2,8,1,8,1,12,4,13,2,5,1
123641,3,6,4,8,2,9,1,6,2,12,1
60572,4,6,1,7,2,2,2,11,2,6,1
23524,3,5,2,1,1,2,2,10,1,7,0
881838,2,6,4,5,2,8,3,6,4,13,1
931581,2,6,1,5,3,12,1,7,1,12,1
86196,3,10,1,6,2,5,2,11,2,10,1
305154,2,10,4,8,1,7,3,3,3,13,0
260572,2,1,4,2,2,6,1,1,2,5,1
933993,1,12,3,12,2,1,4,10,4,2,1
610685,4,9,4,11,2,5,2,2,1,9,1
218896,3,13,2,1,2,7,4,4,3,4,1
946484,1,9,3,9,3,3,4,4,1,13,1
625797,1,8,3,12,2,3,1,12,1,5,1
477565,3,12,2,10,1,13,1,3,2,3,1
665565,2,1,2,7,4,7,4,11,1,10,1
848326,2,4,4,10,1,4,3,4,2,8,3
86771,4,11,2,11,3,10,4,3,1,12,1
147401,1,5,2,7,1,4,3,8,3,3,0
247030,1,1,2,7,3,13,4,13,4,6,1
448592,4,6,4,3,1,5,4,2,3,2,1
157943,2,1,3,12,4,5,4,2,1,11,0
50782,2,10,3,9,3,2,4,13,3,10,1
208487,3,13,1,13,4,9,2,9,4,10,2
414503,4,8,1,7,4,3,2,4,1,11,0
186969,3,3,1,7,3,4,4,3,1,9,1
425583,4,8,4,1,3,11,1,8,3,1,2
693068,4,6,4,3,1,7,3,12,1,13,0
104843,4,10,4,12,1,13,1,8,4,4,0
109640,1,8,1,4,4,2,2,7,2,6,0
649956,1,13,1,11,2,1,2,8,4,7,0
254344,4,4,4,8,1,11,1,10,2,11,1
180158,2,8,4,13,4,3,4,5,4,11,0
4443,4,1,2,11,4,9,3,1,2,9,2
744521,1,9,4,1,3,1,2,2,2,13,1
727142,2,8,2,1,3,8,2,4,2,2,1
860605,3,13,1,11,1,2,2,4,3,9,0
58139,2,9,4,4,2,5,2,10,4,10,1
971725,1,4,1,11,4,1,4,11,2,1,2
531846,1,2,3,11,1,13,1,7,2,4,0
839354,2,13,3,9,1,6,2,10,4,12,0
428538,1,5,4,10,2,7,1,12,4,2,0
282163,4,13,1,1,1,8,4,7,4,6,0
776426,1,11,2,10,2,6,4,1,2,12,0
479449,3,6,1,6,2,6,1,12,4,7,3
383615,2,5,4,8,2,3,1,12,3,5,1
38226,1,3,2,2,2,7,1,9,3,9,1
120896,3,10,3,13,2,5,1,7,2,2,0
52202,2,5,3,4,1,12,3,8,4,2,0
888992,4,2,2,2,3,12,4,9,1,1,1
922209,2,8,3,13,1,11,2,10,1,6,0
413941,4,13,4,11,4,1,2,10,1,3,0
364657,3,12,2,9,3,10,2,6,3,13,0
285812,1,13,4,3,2,10,3,1,1,6,0
970675,1,3,4,10,4,8,3,8,2,3,2
294225,3,3,1,11,2,9,1,7,4,2,0
695002,3,10,2,6,1,5,3,3,1,3,1
455080,2,7,1,4,1,1,3,3,2,4,1
534497,3,11,4,12,2,9,1,7,4,6,0
366365,4,7,1,7,3,5,1,6,3,2,1
383773,4,10,1,1,3,6,2,10,1,13,1
683827,3,6,4,6,4,7,2,12,4,11,1
61680,4,12,2,4,1,4,3,8,1,10,1
949803,3,6,3,1,4,4,2,6,2,5,1
935578,3,7,1,8,2,5,3,8,1,13,1
734472,2,12,1,12,2,5,3,5,4,12,6
640960,3,13,1,9,4,13,2,12,3,5,1
690474,2,5,3,1,4,12,3,4,3,13,0
926074,3,8,3,4,1,7,2,9,3,1,0
430028,4,11,1,11,3,6,3,3,1,9,1
445966,3,10,3,1,3,11,3,6,2,4,0
364776,3,10,3,1,2,13,4,9,2,3,0
500448,2,13,1,1,1,5,4,13,4,4,1
109716,4,8,2,3,1,4,3,11,1,1,0
91137,2,10,2,2,3,13,3,9,2,13,1
141915,2,13,2,12,4,11,1,13,4,6,1
200215,2,9,2,4,3,2,1,7,2,13,0
329839,4,11,3,9,4,1,2,9,4,12,1
160710,3,13,4,5,2,6,2,12,1,8,0
761116,1,8,3,12,4,4,2,2,3,6,0
296527,1,8,2,6,2,2,3,13,4,6,1
626323,3,3,4,3,3,9,3,5,2,13,1
190934,1,5,4,13,3,11,3,9,3,1,0
709890,3,6,3,10,2,12,4,7,1,1,0
834788,3,7,3,12,1,8,3,10,4,13,0
83173,2,4,2,13,3,11,3,6,1,5,0
353189,2,5,4,11,2,1,3,4,4,8,0
327787,3,3,1,1,2,5,3,5,4,1,2
622710,4,10,4,6,2,13,2,7,4,11,0
19406,4,12,3,9,1,8,1,2,1,11,0
239511,4,9,1,1,3,10,2,10,3,3,1
499543,2,1,4,5,1,2,4,3,1,8,0
852238,1,13,3,1,4,12,3,10,4,7,0
307285,4,5,2,13,3,10,4,12,1,7,0
881293,1,12,4,13,3,5,2,4,4,12,1
754832,2,8,1,3,3,1,4,6,4,1,1
207246,3,11,1,1,2,10,4,2,2,2,1
930064,4,4,3,9,2,6,2,2,2,7,0
